,words,attribution
38,anti,0.0359322282770207
340,##vers,0.027825374792016366
84,under,0.026307557744385975
339,ad,0.015472474391278452
341,##aria,0.014926741075793918
40,##ror,0.01301858056121133
24,top,0.009549818309866462
491,hearted,0.007139681976573744
86,##ue,0.0056380816150258415
432,manhattan,0.005479884822312482
32,viewed,0.00508596754963939
619,contributed,0.004953347016185089
201,clemens,0.004082766275073145
514,loyal,0.003959004592150489
39,##ter,0.003873310877745266
224,yankees,0.0032196754160335665
271,korea,0.0031356664422998535
278,now,0.0027714267600245897
477,##vis,0.002757206730624741
25,##ple,0.0027320849821958846
651,##uno,0.002646831581134035
707,fencing,0.0026018907269792905
322,summer,0.002596051102177199
599,-,0.0025530786632222075
584,-,0.0025530786632222075
596,-,0.0025530786632222075
577,-,0.0025530786632222075
564,-,0.0025530786632222075
587,-,0.0025530786632222075
608,-,0.0025530786632222075
611,-,0.0025530786632222075
580,-,0.0025530786632222075
187,assembly,0.002545296990737025
565,out,0.002539786184935188
530,coup,0.0025154973560325778
529,2002,0.0024621695960385134
607,##ick,0.0024232353975937888
148,political,0.002416278954319723
654,russia,0.002367315678382826
207,.,0.0023018352964704284
231,.,0.0023018352964704284
193,.,0.0022599324409972054
128,blog,0.002249908860610497
129,##ging,0.002213473423666144
318,scene,0.002204521414110954
192,nurse,0.0021881554735339375
281,##el,0.0021331212521570452
149,consultants,0.0021100894616393117
371,covered,0.002101815683000479
434,he,0.0020658388931217063
618,has,0.0019880881777898057
506,mr,0.0019810112803861457
305,there,0.001923536869529319
348,beach,0.0019110616631823271
347,cyprus,0.0019054830559496543
309,united,0.0019039142626007515
498,critics,0.0018923752025337933
282,##phi,0.001889376404436386
205,his,0.0018845383028615276
735,assert,0.001883450241143227
475,res,0.0018701587086271943
324,was,0.001853573025609419
464,statistical,0.0018246320259189437
559,the,0.0017867726356231804
591,the,0.0017867726356231804
613,the,0.0017867726356231804
153,raise,0.0017392589966383704
659,been,0.0016432971015883085
183,county,0.0015985257772653861
320,this,0.0015557027633282797
649,tu,0.0015447787676716345
311,peacekeeping,0.001517035774374665
14,creating,0.001489113386021673
516,him,0.0014842141398415292
58,city,0.0014741825746378396
507,.,0.0014699464304549399
736,##ive,0.0014695631258251243
593,couple,0.0014490544818940368
504,way,0.0014396049927810147
423,its,0.0014380188351562078
489,light,0.0013778685294256322
256,had,0.0013458955618756796
91,touching,0.0013458164660705488
519,regular,0.0013054307923379992
26,saddam,0.0012848540730669108
33,as,0.001249039539358953
27,hussein,0.001247354945361757
419,trading,0.0012410711348788846
136,noteworthy,0.0012295829337249005
2,members,0.001226539644385072
605,bro,0.00121368275655867
743,capable,0.0011777009902037778
402,.,0.0011644952458474665
433,.,0.0011644952458474665
353,##os,0.0011635200756449095
783,score,0.0011592063592774661
252,2001,0.001154801880195297
652,##v,0.0011443020212346144
142,wave,0.0011427299003269958
416,commodities,0.0011036849301432963
501,program,0.0010992740899615793
218,boston,0.001090272897745549
16,generic,0.0010813184500197829
102,##ell,0.0010794694081959918
779,northern,0.0010718907947480272
36,the,0.001055613337487474
10,the,0.001055613337487474
21,the,0.001055613337487474
163,workers,0.0010474980598653347
710,a,0.0010131094855808456
9,accused,0.0010037451385455185
721,china,0.0009943309913700515
536,browns,0.0009941178119077132
234,israel,0.000981554489225995
623,.,0.0009700036059858666
663,.,0.0009700036059858666
452,not,0.0009569710035121918
606,##der,0.0009378054956585679
563,sold,0.0009365966212396072
255,positions,0.0009247839011783639
96,mil,0.0009240943621659322
554,quarries,0.000921166378207282
132,jerome,0.0009062074560413064
777,countries,0.0009033842766349138
754,countries,0.0009033842766349138
438,gap,0.0009028967800844189
29,iraq,0.000897430646643629
260,produced,0.000877463236548903
522,parts,0.0008454892288259367
410,##co,0.0008387998464756813
458,united,0.0008305461212910238
5,",",0.0008240925064744566
8,",",0.0008240925064744566
257,reversed,0.0008106967972858221
449,it,0.000805457288100482
122,2008,0.0007949771503231232
617,tickets,0.0007858344288840294
291,colleges,0.0007856444879865679
444,widening,0.0007838108893719634
15,one,0.0007570530662123064
154,##rs,0.0007325989757242498
664,on,0.0007221377517171709
335,to,0.0007180190757669979
214,28,0.0007106290611890966
147,of,0.0007077681416445953
143,of,0.0007077681416445953
114,of,0.0007077681416445953
319,of,0.0006826339610694665
350,of,0.0006826339610694665
574,rain,0.0006746192094639237
374,charles,0.0006722498024508026
73,bassist,0.0006714337488895998
669,architects,0.0006663099404477231
568,like,0.0006647723791318009
135,a,0.0006482916087420061
127,a,0.0006482916087420061
120,a,0.0006482916087420061
469,bank,0.0006321315160593469
703,decision,0.0006058535896544297
750,measures,0.0006052002771386848
639,to,0.0006042867127250748
633,to,0.0006042867127250748
6,in,0.0005998051834875417
117,began,0.0005980224882887105
645,set,0.000584728482860218
92,on,0.0005844571322411831
328,place,0.000576122188334097
592,odd,0.0005704767329262193
85,##val,0.0005691485094430246
409,ref,0.0005633130628933483
7,fact,0.0005507240699893543
81,detroit,0.0005489176810939089
55,detroit,0.0005489176810939089
716,states,0.0005339842970365273
195,',0.0005326448295178864
194,',0.0005326448295178864
179,',0.0005326448295178864
542,brooklyn,0.0005221740676521557
314,dar,0.0005121687364390909
302,months,0.000511836277535169
12,administration,0.0005077756447564226
610,##b,0.0005066839924564592
586,##b,0.0005066839924564592
397,went,0.0005042055714450815
156,on,0.0004794438670744181
781,central,0.0004730153049433795
161,united,0.00047081579623088583
634,sweat,0.00046856341111226795
695,ha,0.00046237711937148235
540,manhattan,0.00045282961582649865
74,ron,0.00044947298439945634
352,##ph,0.00044633171661028495
17,medal,0.0004386850594063697
597,l,0.0004333427077353942
578,l,0.0004333427077353942
472,training,0.0004290372925527336
730,status,0.000426416162993286
325,perhaps,0.0004076970964006836
499,see,0.0004038364317263666
648,dmitry,0.00039990243865797577
711,final,0.0003883596281807173
280,ad,0.0003733861569337431
1,leading,0.0003676497133235182
3,of,0.0003672994720911464
28,of,0.0003672994720911464
13,of,0.0003672994720911464
35,of,0.0003672994720911464
126,hiring,0.00036396116245053164
146,hiring,0.00036396116245053164
34,part,0.0003615372421143071
571,three,0.00036112931414961964
481,##a,0.0003531978602588307
418,futures,0.0003486337398022301
4,congress,0.00034442852139179457
443,is,0.00033908264565015437
450,is,0.00033908264565015437
56,:,0.00033610597251757196
297,now,0.00033158317772769176
723,russia,0.0003194219382332881
746,europe,0.00031239883463362445
692,florida,0.00031180710461767346
327,one,0.000309522715708019
65,and,0.0003064762731772471
104,and,0.0003064762731772471
715,united,0.00030238728360124946
687,carolina,0.00028461165701950135
457,the,0.00028188677738504855
467,the,0.00028188677738504855
437,the,0.00028188677738504855
442,poor,0.00027733097891845455
75,carter,0.00024839030665599896
369,but,0.0002457899253739241
765,new,0.0002447565275125574
108,warner,0.00023888021378270217
782,europe,0.00023369368368594901
547,down,0.00023271448120605468
690,martinez,0.00023244895795784904
19,ensure,0.0002277048681942047
616,premium,0.00022729377036336554
483,mostly,0.00021874932693959051
66,tomorrow,0.00021678380184416234
524,which,0.00021629401393102938
394,from,0.00020201353822037885
660,based,0.00020013055400175427
204,wearing,0.0001996255700009557
390,exchange,0.00019914734918362513
47,chin,0.00019904172862729257
510,build,0.00019772855337590019
543,row,0.00019584175873777873
772,britain,0.00019138824044233848
111,former,0.00018832713625058868
662,california,0.00018252057706256785
628,na,0.00018205714954278395
95,of,0.00017853138446862382
80,of,0.00017853138446862382
398,to,0.0001766712665938014
732,welcome,0.0001726220901266542
199,well,0.00017186472985580164
517,outside,0.00017115500701068442
473,for,0.00016543554105145927
505,for,0.00016543554105145927
212,on,0.00016030482785455886
219,on,0.00016030482785455886
336,handle,0.0001556698348219606
230,series,0.00015310799106281247
380,two,0.00015132801766656187
51,##b,0.0001511771880645635
70,##b,0.0001511771880645635
722,and,0.00015094288248037764
744,and,0.00015094288248037764
739,and,0.00015094288248037764
643,two,0.0001481645457270866
337,such,0.000146104208600777
729,nuclear,0.00013482695737885826
725,accept,0.0001314752791533825
520,army,0.00012133801349646151
446,russia,0.00012086136573233905
538,used,0.00011059894729721767
233,now,0.00010561518677682735
476,##er,0.00010256211646879974
310,nations,9.07073432829484e-05
332,mediterranean,8.917611805818885e-05
720,with,7.176353717771478e-05
61,l,6.969157912438498e-05
44,l,6.969157912438498e-05
269,and,6.779305490120804e-05
267,and,6.779305490120804e-05
377,ban,5.9375532528665106e-05
714,the,5.449285986517887e-05
572,days,5.0162190653240704e-05
170,end,4.984336492869185e-05
242,a,4.80140445946553e-05
494,fall,4.6773545657482476e-05
749,those,4.2412684732050614e-05
349,resort,3.807851869312737e-05
124,campaign,3.72671680302054e-05
145,campaign,3.72671680302054e-05
488,some,3.2643786380124245e-05
77,this,3.2319699263850274e-05
395,hs,3.1855356369635745e-05
718,forge,3.177778717726443e-05
490,-,3.0773089774800913e-05
556,portland,3.056016129319484e-05
415,largest,2.342328273666373e-05
121,potential,2.2532646457777128e-05
151,fund,2.129905964519994e-05
116,",",3.9519358993354125e-06
134,",",3.9519358993354125e-06
109,",",3.9519358993354125e-06
131,",",3.9519358993354125e-06
392,a,3.935623654866651e-06
158,",",-2.6253902776896086e-06
181,",",-2.6253902776896086e-06
176,",",-2.6253902776896086e-06
381,weeks,-7.510822586306262e-06
382,ago,-8.667868350671164e-06
406,chief,-1.0688404559507798e-05
391,and,-1.6361068735506888e-05
417,and,-1.6361068735506888e-05
389,stock,-2.2159875244649183e-05
609,rr,-2.4561807467332914e-05
585,rr,-2.4561807467332914e-05
678,john,-3.068553779274542e-05
676,including,-3.184857029335031e-05
681,arizona,-3.339173087084036e-05
386,of,-3.578517414603039e-05
413,of,-3.578517414603039e-05
408,of,-3.578517414603039e-05
513,force,-4.384364521714832e-05
665,thursday,-5.053804752706362e-05
113,governor,-5.0930959316193054e-05
642,a,-5.3678659986941824e-05
482,consisted,-5.398740688834972e-05
54,*,-7.855748544471685e-05
119,for,-8.113435801862489e-05
125,by,-8.17829278877472e-05
103,",",-8.894272932485876e-05
90,",",-8.894272932485876e-05
99,",",-8.894272932485876e-05
583,roberts,-0.00010076028190152363
683,lindsey,-0.00010174718370785732
359,",",-0.00010271710722298952
364,",",-0.00010271710722298952
118,preparing,-0.00010441211195050765
198,goes,-0.00010512132325679495
48,##en,-0.0001082213714701028
225,open,-0.00011603030370235745
168,union,-0.00011655609817812675
334,equipped,-0.00012011040495891288
668,republican,-0.00012396944181529058
553,from,-0.0001242593008936664
441,and,-0.00013075674258203042
407,executive,-0.00014266338998989277
650,##rs,-0.00014551932329554055
537,##tone,-0.00014705303611070293
50,rr,-0.00014831828581074902
69,rr,-0.00014831828581074902
137,addition,-0.0001551073295893852
220,june,-0.0001619796069766496
657,has,-0.00016369677633569187
603,and,-0.0001644289306443069
588,and,-0.0001644289306443069
258,;,-0.00016452522263997558
487,and,-0.0001647224483460321
188,##woman,-0.00017385788238111002
160,##9,-0.00018382883698693595
753,richest,-0.0001876899778801756
240,playing,-0.0001882713959556319
448,though,-0.00019101577194213245
346,the,-0.00019309440776671413
326,the,-0.00019309440776671413
317,the,-0.00019309440776671413
330,the,-0.00019309440776671413
0,some,-0.00019404834282578344
351,pa,-0.00019797148720306784
582,julia,-0.00020312758290850266
694,chuck,-0.00020436418055138348
175,candidate,-0.0002116493287199796
383,",",-0.00021281558610050273
411,",",-0.00021281558610050273
421,",",-0.00021281558610050273
404,",",-0.00021281558610050273
521,",",-0.00021572936903043903
497,",",-0.00021572936903043903
531,",",-0.00021572936903043903
774,ireland,-0.00021859310105929927
180,connell,-0.0002188478613104853
724,",",-0.0002291065458492754
738,",",-0.0002291065458492754
731,",",-0.0002291065458492754
480,cu,-0.00023439319964095682
396,##bc,-0.00024214327734478302
627,david,-0.00024424696204673795
171,##ors,-0.00025163252665310086
401,r,-0.00025317797600780674
356,lew,-0.00026407707760616725
624,3,-0.00026793634536463373
459,states,-0.00026894425270306373
196,if,-0.00027996049753046317
550,river,-0.0002854882739766077
251,by,-0.00028779720655874543
455,as,-0.000292419975303572
453,as,-0.000292419975303572
581,with,-0.0002962426412460064
600,with,-0.0002962426412460064
502,as,-0.0002965489474308647
22,effort,-0.0002985746042953052
268,taiwan,-0.00030202692378849866
745,active,-0.00030469718434412535
263,percent,-0.00030472431954824033
274,percent,-0.00030472431954824033
46,-,-0.0003074718355157017
43,-,-0.0003074718355157017
52,-,-0.0003074718355157017
71,-,-0.0003074718355157017
68,-,-0.0003074718355157017
60,-,-0.0003074718355157017
49,-,-0.0003074718355157017
63,-,-0.0003074718355157017
112,democratic,-0.0003193624248789505
673,bill,-0.00032047212321607865
686,south,-0.00033033613932117247
630,##and,-0.00033122940961494797
133,armstrong,-0.0003355707103062306
479,in,-0.00033837842707967004
527,in,-0.00033837842707967004
495,in,-0.00033837842707967004
768,japan,-0.00034405711482445175
164,east,-0.0003464046340820787
439,between,-0.0003464855032244743
237,lebanon,-0.0003538251828101517
98,jackson,-0.0003617488999531993
528,the,-0.0003639912302767528
518,the,-0.0003639912302767528
500,the,-0.0003639912302767528
534,the,-0.0003639912302767528
474,the,-0.0003639912302767528
737,japan,-0.0003711118421863709
629,##lb,-0.0003714439352960526
525,took,-0.00037444414831809504
67,night,-0.00038254714621533575
705,bring,-0.0003885192678537895
174,republican,-0.000391373028678927
640,recover,-0.00039383586390308463
641,from,-0.00041666413732076253
385,chairman,-0.00042654221970380996
213,may,-0.0004279754188610968
169,to,-0.00042978094184355697
544,houses,-0.00043154552708506817
157,tuesday,-0.0004372708224788259
53,\,-0.0004414103667872753
172,##e,-0.00044563452415036974
76,leads,-0.0004505334072905433
684,graham,-0.0004560204271197896
598,##rb,-0.00045715715669737575
579,##rb,-0.00045715715669737575
532,while,-0.0004590364630469701
471,while,-0.0004590364630469701
399,visit,-0.0004630616549040413
393,banker,-0.00048182310805663356
162,healthcare,-0.0004823308386311167
400,phillip,-0.00048727139627808267
186,former,-0.000491569929140477
191,former,-0.000491569929140477
321,late,-0.0005050214279229709
262,60,-0.0005216360694097321
115,virginia,-0.0005252526617849911
159,119,-0.000541021246917008
759,states,-0.0005489160347024514
384,the,-0.000560240792250017
414,the,-0.000560240792250017
387,the,-0.000560240792250017
426,the,-0.000560240792250017
405,the,-0.000560240792250017
661,in,-0.0005617906407334878
622,no,-0.0005778619578908911
551,by,-0.0005830746514376286
548,the,-0.0005938681954302895
535,the,-0.0005938681954302895
215,",",-0.0006071121153160471
200,",",-0.0006071121153160471
770,france,-0.0006104710554272448
632,had,-0.0006144001502753746
315,##fur,-0.0006233626098723711
696,##gel,-0.0006282297183400097
178,o,-0.0006282533486657595
451,still,-0.0006358616752015422
675,-,-0.0006468658515591785
674,-,-0.0006468658515591785
699,-,-0.0006468658515591785
700,-,-0.0006468658515591785
303,later,-0.0006503509436322428
388,philadelphia,-0.0006550472200439919
712,vote,-0.0006553613806876623
57,motor,-0.0006564557706838725
422,at,-0.0006607335916895812
456,in,-0.0006718878419688736
445,in,-0.0006718878419688736
602,lane,-0.0006731047395800829
11,bush,-0.0006797574360149606
45,##rb,-0.0006800504286144173
62,##rb,-0.0006800504286144173
440,rich,-0.0006813099229510365
655,",",-0.0006912297893049255
208,22,-0.0006955297832130925
509,to,-0.000698122600461332
493,to,-0.000698122600461332
515,to,-0.000698122600461332
23,to,-0.0006982768681517674
18,to,-0.0006982768681517674
197,all,-0.000705410959881967
20,that,-0.0007167623850138419
496,formation,-0.0007265232033671873
64,tonight,-0.000731722405726384
486,march,-0.0007397294911902288
185,and,-0.000745429583469088
189,and,-0.000745429583469088
333,best,-0.0007510520863922682
545,was,-0.0007565260778382034
680,of,-0.0007612815014754369
697,of,-0.0007612815014754369
691,of,-0.0007612815014754369
685,of,-0.0007612815014754369
670,of,-0.0007612815014754369
492,orders,-0.0007707468049129443
708,measure,-0.0007891433318304607
763,australia,-0.0007916551207731328
365,cut,-0.0007950184968731465
541,and,-0.0008043583651331768
573,of,-0.0008051603414474149
615,of,-0.0008051603414474149
748,in,-0.0008069915331568131
454,extreme,-0.0008073026782028573
221,1,-0.0008074202096525095
93,the,-0.0008156919708321961
72,the,-0.0008156919708321961
312,force,-0.0008160480503708182
329,in,-0.0008185457547430658
248,iraq,-0.0008187638485874723
357,##ull,-0.0008260998727448977
631,##ian,-0.0008376119037349549
259,china,-0.0008390724441777948
206,no,-0.0008468658196905377
704,to,-0.000877831025561547
709,to,-0.000877831025561547
601,nathan,-0.0008799183616005137
719,partnerships,-0.0008805422670519372
144,presidential,-0.0008846800077458694
123,presidential,-0.0008846800077458694
372,well,-0.0008867925489823877
761,canada,-0.0008896303026457564
139,the,-0.0008953990515399118
110,the,-0.0008953990515399118
698,nebraska,-0.0009091729381688581
37,larger,-0.0009118084125199337
358,##is,-0.0009171863082353714
323,summit,-0.0009192383823585541
264,of,-0.000924971869314082
478,##ts,-0.0009302353703181719
184,clerk,-0.0009377649380844261
107,mark,-0.0009439857662158651
436,that,-0.0009449519449950062
217,in,-0.0009565906614712172
210,in,-0.0009565906614712172
776,the,-0.0009935011197551753
752,the,-0.0009935011197551753
757,the,-0.0009935011197551753
211,toronto,-0.0009939069012329044
209,uniform,-0.0010001417036040639
612,",",-0.0010044300095527051
567,",",-0.0010044300095527051
526,part,-0.0010195190510780812
775,and,-0.0010234131769846907
780,and,-0.0010234131769846907
638,usual,-0.0010241493107839266
428,financial,-0.001058028178686672
41,campaign,-0.0010589399706750753
625,-,-0.001082884270463986
644,-,-0.001082884270463986
512,parallel,-0.0010849699783242728
435,says,-0.0010899817892712229
97,##t,-0.0010938273144649507
152,-,-0.0010985788260181996
756,including,-0.0011008054534374864
177,maureen,-0.0011115843315407077
241,out,-0.0011227363256475287
243,bit,-0.001122772690264663
546,floated,-0.0011455138395399839
679,mccain,-0.0011460999195050802
726,india,-0.0011776819808966162
733,a,-0.0011905621744077487
741,a,-0.0011905621744077487
366,to,-0.0012382804392154555
216,or,-0.0012483388905834322
447,",",-0.0012664606030349914
460,",",-0.0012664606030349914
689,mel,-0.0012809720992359695
671,the,-0.0012839264448094166
706,the,-0.0012839264448094166
702,the,-0.0012839264448094166
667,the,-0.0012839264448094166
626,seeded,-0.001284502840132294
604,matthew,-0.0012951198919337599
141,first,-0.001316269292784803
653,of,-0.001333619923853542
766,zealand,-0.0013457488446896558
740,encourage,-0.0013492013996332217
539,in,-0.0013660414193308588
555,in,-0.0013660414193308588
647,against,-0.001366260726411758
717,would,-0.0013740800849026526
485,a,-0.0014002055493459666
503,a,-0.0014002055493459666
511,a,-0.0014002055493459666
666,",",-0.0014098701549087453
682,",",-0.0014098701549087453
688,",",-0.0014098701549087453
465,measure,-0.0014369734110021876
424,offices,-0.001450627645645069
298,",",-0.0014608963216460025
304,",",-0.0014608963216460025
345,-,-0.001474852737048222
344,-,-0.001474852737048222
254,market,-0.0015402392077049284
558,for,-0.0015407040281618114
226,a,-0.0015648972556181397
420,firms,-0.0015868145463304032
403,bennett,-0.0015891328460225541
701,supported,-0.001609367052072786
677,senators,-0.0016130319057265242
89,legacy,-0.001620357263016219
343,encounters,-0.001655945767484177
284,26,-0.0016591239026055875
232,for,-0.0017250608787713272
94,music,-0.001744924578310942
656,who,-0.001773798054500406
100,kenny,-0.001778352025267981
412,one,-0.0018311716904511437
658,long,-0.0018327737085714708
778,of,-0.0018372668794650654
138,to,-0.0018408535505801083
693,and,-0.001859277324376266
375,o,-0.0018618590867449122
244,like,-0.001868322594882011
786,percent,-0.0019224500757674399
273,2,-0.0019726465186668206
762,",",-0.0020037865637663704
767,",",-0.0020037865637663704
760,",",-0.0020037865637663704
755,",",-0.0020037865637663704
769,",",-0.0020037865637663704
771,",",-0.0020037865637663704
751,",",-0.0020037865637663704
764,",",-0.0020037865637663704
773,",",-0.0020037865637663704
239,is,-0.0020194591453882482
190,a,-0.00203022618522334
182,a,-0.00203022618522334
373,by,-0.0020350580913531696
355,gabe,-0.0020466897409522375
295,states,-0.002067929379092926
646,deficit,-0.0021004076312101027
533,using,-0.002119340535395952
150,and,-0.002121424016887629
203,be,-0.0021464426776059056
784,near,-0.0021747197689522047
165,became,-0.002265670397911958
78,conceptual,-0.0023271853288454056
283,among,-0.002328190925663701
287,best,-0.0023521717118038686
229,game,-0.002359640354157132
290,',-0.0023901400992018514
285,',-0.0023901400992018514
289,',-0.0023901400992018514
286,',-0.0023901400992018514
101,burr,-0.0024096062996576814
508,chavez,-0.00243325233608457
431,lower,-0.002440954721623539
306,is,-0.0024559569243448928
734,more,-0.0024680844293691454
742,more,-0.0024680844293691454
466,by,-0.0024747893743080154
308,no,-0.0024768049812940907
276,fis,-0.002514312947610292
785,100,-0.0025162389376492253
247,s,-0.0025438831505862356
236,s,-0.0025438831505862356
270,south,-0.00256429920702164
261,about,-0.0025657170517515647
272,about,-0.0025657170517515647
202,could,-0.002573456058273857
59,jazz,-0.0025738508002576513
88,jazz,-0.0025738508002576513
130,pioneer,-0.0025811894883193687
246,',-0.0026841114077498906
235,',-0.0026841114077498906
614,sale,-0.0027073266131676273
249,adventure,-0.0027196442027895657
238,adventure,-0.0027196442027895657
429,center,-0.0027374112975675846
566,hits,-0.002752221126405636
549,connecticut,-0.0027666567613129226
758,united,-0.0028243796333075237
277,##ke,-0.0028466368799373587
307,still,-0.0028588262114421395
79,study,-0.0029258483272785324
292,in,-0.0029847563831082607
376,`,-0.0029966355107753037
279,rates,-0.0030613875126465277
363,wing,-0.003065766766963127
368,basket,-0.003165633071868014
360,on,-0.0033118061998741503
370,was,-0.003328633274692317
331,eastern,-0.0034093571558296556
301,six,-0.003409774431697852
552,schooner,-0.0036133413437731392
620,to,-0.0036299118010729298
227,three,-0.0038308451598376577
288,buy,-0.003857211372821301
294,united,-0.0038734144455368747
253,",",-0.003931480559424361
222,when,-0.004103101209173572
313,in,-0.004108348509770149
338,potentially,-0.0041182342883532225
468,world,-0.004191392124123767
378,##non,-0.004472031782425575
223,the,-0.0045433255343221785
105,barry,-0.004567571051213065
672,senate,-0.004755537155081347
560,season,-0.0049386755296965245
425,in,-0.005180861922598465
430,in,-0.005180861922598465
635,even,-0.005282292091289842
427,world,-0.005372233431220392
140,usual,-0.005596917799233777
245,america,-0.006343768281106788
621,a,-0.006387379590588142
484,of,-0.006518911537086505
523,of,-0.006518911537086505
106,harris,-0.006966361402650586
463,a,-0.007215311081819953
461,according,-0.007324735387034677
167,latest,-0.008817990126717535
87,##d,-0.00887161570666409
727,',-0.00891576942636749
266,total,-0.009330607225469613
250,.,-0.009959889767837347
636,more,-0.010339202320357324
342,##l,-0.010344309097955714
155,.,-0.010397633441602536
787,.,-0.010453552487805311
379,.,-0.010688949507146786
316,.,-0.011133622085594229
713,.,-0.011310297585738174
30,would,-0.011492315908007979
296,.,-0.011842472817338974
557,.,-0.011887284745276516
275,.,-0.01222733113297641
728,s,-0.01228984099451351
470,.,-0.012472143770922062
42,.,-0.012898057610230414
590,',-0.013331019357160113
575,',-0.013331019357160113
594,',-0.013331019357160113
589,',-0.013331019357160113
576,',-0.013331019357160113
569,',-0.013331019357160113
570,',-0.013331019357160113
561,',-0.013331019357160113
595,',-0.013331019357160113
354,.,-0.01365882562137518
362,right,-0.013912951819733973
747,.,-0.014145705212450156
299,more,-0.014827914060525752
82,',-0.01648727982562787
562,s,-0.016829628252385334
637,than,-0.017108041660740453
462,to,-0.01739932608806014
31,be,-0.022147403165204502
293,the,-0.02350732396755774
83,s,-0.023565817354104335
228,-,-0.024625243217107615
173,the,-0.029245418634922783
166,the,-0.029245418634922783
300,than,-0.030872470454644686
361,the,-0.0365109254249044
367,the,-0.0365109254249044
265,the,-0.043085291096636065
